"FECHA","SECTOR_ECONOMICO","DEUDA"
30/9/23,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",11269953146.22
31/10/23,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",103973444616.11
31/10/23,"B - PESCA",320152684.6
31/10/23,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",11797550103.04
30/11/23,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",255576885026.56
30/11/23,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",8635656981.34
31/12/23,"O - Otras actividades de servicios comunitarios, sociales y personales",35971707528.93
31/1/24,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",67718399622.24
31/1/24,"D - INDUSTRIA MANUFACTURERA",151667830694.1
31/1/24,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",6945750231.37
29/2/24,"B - PESCA",403073623.73
31/3/24,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",70623760724.16
31/3/24,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",107819652991.4
31/3/24,"B - PESCA",400794287.14
31/3/24,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",355319712034.36
30/4/24,"D - INDUSTRIA MANUFACTURERA",150833452444.24
30/4/24,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",357639657978.36
31/5/24,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",286079996891.16
31/5/24,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",836279924.71
31/1/12,"D - INDUSTRIA MANUFACTURERA",36765267444.5
31/1/12,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",2816475985.68
29/2/12,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",92453481077.98
29/2/12,"D - INDUSTRIA MANUFACTURERA",36393445601.58
29/2/12,"",927829420.58
29/2/12,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",27351387572.01
29/2/12,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",1742189286.6
31/3/12,"D - INDUSTRIA MANUFACTURERA",36877660519.89
31/3/12,"O - Otras actividades de servicios comunitarios, sociales y personales",30763018291.01
31/3/12,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",25282298198.52
31/3/12,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",93430985251.68
31/3/12,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",1007572863.73
30/4/12,"O - Otras actividades de servicios comunitarios, sociales y personales",25564256751.41
30/4/12,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",73527938887.79
30/4/12,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",994388813.12
31/5/12,"M - ENSEÑANZA",2247226460.14
30/6/12,"D - INDUSTRIA MANUFACTURERA",37080189843.74
30/6/12,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",73559890155.75
30/6/12,"I - TRANSPORTE Y ALMACENAMIENTO",9009273762.53
31/7/12,"F - CONSTRUCCIÓN",24704862542.82
31/7/12,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",16508442488.18
31/7/12,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",22665616485
31/7/12,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",13242988126.95
31/7/12,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",95684146695.41
31/7/12,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",9572847677.07
31/10/12,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",18345576392.46
30/11/12,"F - CONSTRUCCIÓN",27274832970.5
31/12/12,"Y - CONSUMO DE BIENES Y SERVICIOS",125096588970.76
31/12/12,"I - TRANSPORTE Y ALMACENAMIENTO",9275185809.45
31/12/12,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",6360563448.97
31/1/13,"Y - CONSUMO DE BIENES Y SERVICIOS",124849183914.57
31/1/13,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",21746607446.6
31/1/13,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",58956581773.71
28/2/13,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",12401077029.71
31/3/13,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",67321869706.82
31/3/13,"B - PESCA",88266818.48
30/4/13,"I - TRANSPORTE Y ALMACENAMIENTO",10005518993.81
30/4/13,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",22211162427.14
30/4/13,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",59294840818.58
31/5/13,"M - ENSEÑANZA",2977862092.06
30/6/13,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",25862337524.14
30/6/13,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",4830521357.83
31/7/13,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",88914891605.37
31/7/13,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",3683937045.73
31/7/13,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",63040054425.36
31/7/13,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",104450143618.09
31/8/13,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",94461245277.18
31/8/13,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",105249980583.3
31/8/13,"B - PESCA",85820096.99
30/9/13,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",3688205479.19
30/9/13,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",28985090197.55
31/10/13,"Y - CONSUMO DE BIENES Y SERVICIOS",136894333913.4
31/10/13,"B - PESCA",118434966.76
31/10/13,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",6177892480.81
30/11/13,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",95330622611.94
31/12/13,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",6733059359.8
31/12/13,"M - ENSEÑANZA",3396276730.37
31/12/13,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",2222843222.94
31/1/14,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",3469547982.86
31/1/14,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",2211302032.62
31/1/14,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",6395632128.85
28/2/14,"Y - CONSUMO DE BIENES Y SERVICIOS",141577876026
28/2/14,"D - INDUSTRIA MANUFACTURERA",45576074763.99
28/2/14,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",2212488157.68
31/3/14,"D - INDUSTRIA MANUFACTURERA",46704698044.91
31/3/14,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",4875139453.67
30/4/14,"M - ENSEÑANZA",3468753416.7
30/4/14,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",4947562745.21
31/5/14,"Y - CONSUMO DE BIENES Y SERVICIOS",146990213609.59
31/5/14,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",30002799496.78
31/5/14,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",8006556340.8
30/6/14,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",16105674355.06
30/6/14,"D - INDUSTRIA MANUFACTURERA",50384950913.6
30/6/14,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",24939693177.63
30/6/14,"B - PESCA",88841818.85
31/7/14,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",31354316791.58
31/7/14,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",28973435936.91
31/7/14,"F - CONSTRUCCIÓN",32090205551.74
31/7/14,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",3875278745.35
30/9/14,"O - Otras actividades de servicios comunitarios, sociales y personales",18865997595.66
30/9/14,"M - ENSEÑANZA",4004895158.03
31/10/14,"Y - CONSUMO DE BIENES Y SERVICIOS",162538844750.93
31/10/14,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",28773989891.74
31/10/14,"O - Otras actividades de servicios comunitarios, sociales y personales",19755205324.66
31/10/14,"I - TRANSPORTE Y ALMACENAMIENTO",11331605855.63
31/10/14,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",1329050897.81
30/11/14,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",16525895679.82
30/11/14,"F - CONSTRUCCIÓN",35694576445.98
31/12/14,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",121952749095.76
31/12/14,"I - TRANSPORTE Y ALMACENAMIENTO",14241772677.59
31/12/14,"M - ENSEÑANZA",4743521559.81
31/12/14,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",26634367488.94
28/2/15,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",6536396177.73
28/2/15,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",3427980315.97
31/3/15,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",103624978661.63
30/4/15,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",108253140636.47
30/4/15,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",1475517212.78
31/5/15,"Y - CONSUMO DE BIENES Y SERVICIOS",179597234925.98
30/6/15,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",38141442483.09
31/7/15,"Y - CONSUMO DE BIENES Y SERVICIOS",185281366074.83
31/7/15,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",7296141643.75
31/8/15,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",134557511045.79
31/8/15,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",5879152647.17
31/8/15,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",17484270391.05
30/9/15,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",23227268837.86
31/10/15,"Y - CONSUMO DE BIENES Y SERVICIOS",197261977154.56
31/10/15,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",39365207267.48
31/10/15,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",3528056384.71
30/11/15,"B - PESCA",110114489.68
30/11/15,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",45329511949.96
30/11/15,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",2127233311.58
31/12/15,"O - Otras actividades de servicios comunitarios, sociales y personales",16793131723.79
31/12/15,"I - TRANSPORTE Y ALMACENAMIENTO",16115044718.51
31/1/16,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",46854774729.24
29/2/16,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",1925593296.23
29/2/16,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",2872304162.24
31/3/16,"O - Otras actividades de servicios comunitarios, sociales y personales",16110945723.74
31/3/16,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",8678062861.17
31/3/16,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",28854128078.76
30/4/16,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",142647611249.84
31/5/16,"O - Otras actividades de servicios comunitarios, sociales y personales",15444732433.72
30/6/16,"D - INDUSTRIA MANUFACTURERA",57709444330.39
30/6/16,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",38379149990.29
31/7/16,"D - INDUSTRIA MANUFACTURERA",57122892083.26
31/7/16,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",119396339274.15
31/8/16,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",8747774450.09
31/8/16,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",36804838375.55
30/9/16,"M - ENSEÑANZA",4854122368.72
31/10/16,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",18453093976.56
31/10/16,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",47112641839.1
31/10/16,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",53021947508.44
30/11/16,"O - Otras actividades de servicios comunitarios, sociales y personales",16940748112.44
30/11/16,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",152015561936.88
30/11/16,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",8504458342.6
31/12/16,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",8417889639.15
31/12/16,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",13175736641.75
28/2/17,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",30137710355.46
28/2/17,"I - TRANSPORTE Y ALMACENAMIENTO",16802947097.51
28/2/17,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",12425355787.53
31/3/17,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",32060645758.76
30/4/17,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",30579313523.16
30/4/17,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",2691109546.97
30/4/17,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",776749068.99
31/5/17,"M - ENSEÑANZA",4930761059.31
31/5/17,"Y - CONSUMO DE BIENES Y SERVICIOS",242413691374.29
30/6/17,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",38881006611
31/7/17,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",44457126507.43
31/7/17,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",1063627837.56
31/8/17,"F - CONSTRUCCIÓN",69888921218.61
31/8/17,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",44641062658.13
31/8/17,"D - INDUSTRIA MANUFACTURERA",59776912583.67
30/9/17,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",44599948314.61
30/9/17,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",132708643329.19
31/10/17,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",16633087011.99
30/11/17,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",139345376574.2
30/11/17,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",10247617070.47
30/11/17,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",47187666402.65
30/11/17,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",8880834783.44
30/11/17,"B - PESCA",97009866.81
31/12/17,"O - Otras actividades de servicios comunitarios, sociales y personales",19197991576.94
31/12/17,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",46731338718.94
31/1/18,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",142230571267.86
28/2/18,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",144455203134.23
28/2/18,"D - INDUSTRIA MANUFACTURERA",65689016457.22
28/2/18,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",54072568417.79
28/2/18,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",2335413604.45
31/3/18,"D - INDUSTRIA MANUFACTURERA",65904427379.15
31/3/18,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",55203838335.23
31/3/18,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",2356483982.6
31/3/18,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",34694663658.49
30/4/18,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",144561141521.48
30/4/18,"F - CONSTRUCCIÓN",76727548798.35
30/4/18,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",1721278877.91
31/5/18,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",150874053926.09
31/5/18,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",9947501782.41
31/5/18,"D - INDUSTRIA MANUFACTURERA",73318285562.31
31/5/18,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",35034550632.07
31/7/18,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",35837271840.93
31/8/18,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",74169459305.57
31/8/18,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",50252901426.85
30/9/18,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",152910168738.4
31/10/18,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",153886906591.48
31/10/18,"D - INDUSTRIA MANUFACTURERA",75061684568.64
31/10/18,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",37845428073.46
31/10/18,"F - CONSTRUCCIÓN",69824539234.55
31/10/18,"B - PESCA",125989305.39
30/11/18,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",22540903695.83
31/12/18,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",7701137053.58
31/12/18,"I - TRANSPORTE Y ALMACENAMIENTO",21155178569.88
31/12/18,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",1546692914.45
31/1/19,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",1920353629.17
31/1/19,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",42352380340.49
31/1/19,"I - TRANSPORTE Y ALMACENAMIENTO",21667782779.37
28/2/19,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",1959061177.62
28/2/19,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",45281273529.15
31/3/19,"I - TRANSPORTE Y ALMACENAMIENTO",21838714694.31
31/3/19,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",61654464493.85
31/3/19,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",7620515476.28
31/3/19,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",1613197258.17
30/4/19,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",191927335732.86
30/4/19,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",1502349438.97
31/5/19,"D - INDUSTRIA MANUFACTURERA",83357696793.79
31/5/19,"M - ENSEÑANZA",6844470845.91
31/5/19,"B - PESCA",252195648.26
30/6/19,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",53824473892.75
30/6/19,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",42957669505.63
31/7/19,"Y - CONSUMO DE BIENES Y SERVICIOS",307767741957.12
31/8/19,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",7754336436.03
31/8/19,"B - PESCA",272457561.59
30/9/19,"Y - CONSUMO DE BIENES Y SERVICIOS",315210892050.33
30/9/19,"I - TRANSPORTE Y ALMACENAMIENTO",23674537238.39
31/10/19,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",989958703.99
30/11/19,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",7877264511.28
30/11/19,"B - PESCA",246668504.97
31/12/19,"D - INDUSTRIA MANUFACTURERA",90885070007.56
31/12/19,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",209450070150.63
31/12/19,"B - PESCA",248000433.42
31/1/20,"Y - CONSUMO DE BIENES Y SERVICIOS",326230287085.39
31/1/20,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",164039672204.06
31/1/20,"B - PESCA",253798154.14
29/2/20,"I - TRANSPORTE Y ALMACENAMIENTO",29778705085.68
29/2/20,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",980296835.93
29/2/20,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",57297268571.09
31/3/20,"Y - CONSUMO DE BIENES Y SERVICIOS",327647588395
31/3/20,"I - TRANSPORTE Y ALMACENAMIENTO",29401198824.06
30/4/20,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",214086125156.31
30/4/20,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",2299668250.26
31/5/20,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",215950779050.77
30/6/20,"B - PESCA",311992749.52
31/7/20,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",66340420563.82
31/7/20,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",940134216.55
31/8/20,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",52217871992.26
31/8/20,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",218395775060.82
31/8/20,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",67251949877.46
31/8/20,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",24997127093.84
30/9/20,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",219159459669.66
30/9/20,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",68238951967.17
30/9/20,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",928189160.64
31/10/20,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",7651461216.89
30/11/20,"D - INDUSTRIA MANUFACTURERA",97562961926.74
31/12/20,"I - TRANSPORTE Y ALMACENAMIENTO",36513520565.44
31/1/21,"O - Otras actividades de servicios comunitarios, sociales y personales",23217998904.62
31/1/21,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",168856032156.35
31/1/21,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",614288400.66
31/1/21,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",23873077516
28/2/21,"Y - CONSUMO DE BIENES Y SERVICIOS",326496647691.23
